Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Churn_Probability,Churn_Probability_Percent,Predicted_Churn,Risk_Level,Retention_Recommendation,Retention_Priority
22533-RAJ,Female,63,No,Rajasthan,15,24,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.0999984741211,1060.199951171875,49.060001373291016,0,367.55999755859375,1378.699951171875,Churned,Dissatisfaction,Service dissatisfaction,0.64,64.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
22701-RAJ,Female,64,Yes,Rajasthan,4,3,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,101.30000305175781,1794.6500244140625,0.0,0,136.0800018310547,1930.72998046875,Stayed,Others,Others,0.51,51.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",Medium
22753-KAR,Female,77,No,Karnataka,6,9,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.69999694824219,3181.800048828125,0.0,0,1004.4000244140625,4186.2001953125,Stayed,Others,Others,0.52,52.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",Medium
22792-AND,Female,53,No,Andhra Pradesh,8,34,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0999984741211,701.2999877929688,0.0,0,51.59000015258789,752.8900146484375,Stayed,Others,Others,0.78,78.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
26030-BIH,Female,81,No,Bihar,9,21,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.5999984741211,2718.300048828125,0.0,0,878.5599975585938,3596.860107421875,Churned,Dissatisfaction,Product dissatisfaction,0.72,72.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",High
26178-GUJ,Female,28,Yes,Gujarat,5,23,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.19999694824219,384.25,0.0,0,244.3000030517578,628.5499877929688,Stayed,Others,Others,0.51,51.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
26198-ASS,Male,52,Yes,Assam,5,15,None,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,50.04999923706055,179.35000610351562,0.0,0,38.68000030517578,218.02999877929688,Churned,Competitor,Competitor made better offer,0.73,73.0,1,High,"Offer an incentive to move to a long-term contract | Evaluate eligibility for a value plan. Key signals: month-to-month contract, no value deal assigned.",High
26222-RAJ,Female,79,Yes,Rajasthan,1,14,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.099998474121094,45.099998474121094,0.0,0,15.239999771118164,60.34000015258789,Churned,Competitor,Competitor had better devices,0.99,99.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support. Key signals: month-to-month contract, premium support not active.",High
26267-AND,Female,57,Yes,Andhra Pradesh,4,11,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8499984741211,515.4500122070312,0.0,0,192.22000122070312,707.6699829101562,Stayed,Others,Others,0.56,56.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",Medium
26359-MAH,Female,28,Yes,Maharashtra,15,12,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.600000381469727,19.600000381469727,0.0,0,5.360000133514404,24.959999084472656,Churned,Price,Price too high,0.93,93.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support. Key signals: month-to-month contract, premium support not active.",High
26445-JAM,Female,49,No,Jammu & Kashmir,4,20,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.0999984741211,521.2999877929688,0.0,0,6.900000095367432,528.2000122070312,Churned,Competitor,Competitor made better offer,0.88,88.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
31340-PUD,Male,70,Yes,Puducherry,6,13,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,100.5999984741211,5746.14990234375,0.0,0,2399.699951171875,8145.85009765625,Churned,Dissatisfaction,Network reliability,0.55,55.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
31458-DEL,Male,32,Yes,Delhi,2,20,Deal 5,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.450000762939453,86.5999984741211,0.0,0,0.0,86.5999984741211,Churned,Competitor,Competitor made better offer,0.89,89.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support. Key signals: month-to-month contract, premium support not active.",High
31518-CHH,Female,65,No,Chhattisgarh,2,8,Deal 3,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4000015258789,2276.949951171875,44.310001373291016,0,1063.0400390625,3295.679931640625,Churned,Competitor,Competitor had better devices,0.53,53.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",Medium
31546-KER,Male,31,No,Kerala,15,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.899999618530273,19.899999618530273,0.0,0,7.489999771118164,27.389999389648438,Churned,Attitude,Attitude of service provider,0.88,88.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
34738-KAR,Male,76,Yes,Karnataka,8,31,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.44999694824219,849.0999755859375,0.0,0,475.4100036621094,1324.510009765625,Stayed,Others,Others,0.74,74.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",High
34756-PUN,Male,54,Yes,Punjab,8,13,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.30000305175781,70.30000305175781,0.0,0,15.920000076293945,86.22000122070312,Churned,Dissatisfaction,Service dissatisfaction,0.99,99.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",High
35000-MAH,Male,77,Yes,Maharashtra,1,7,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.30000305175781,1096.25,0.0,0,490.9800109863281,1587.22998046875,Churned,Dissatisfaction,Service dissatisfaction,0.86,86.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
35004-RAJ,Male,28,No,Rajasthan,4,32,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,90.55000305175781,90.55000305175781,0.0,60,15.4399995803833,165.99000549316406,Churned,Competitor,Competitor made better offer,0.98,98.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
38504-GUJ,Male,55,No,Gujarat,12,31,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.94999694824219,74.94999694824219,0.0,0,30.06999969482422,105.0199966430664,Churned,Competitor,Competitor had better devices,0.99,99.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",High
38636-TEL,Female,54,No,Telangana,8,13,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.6500015258789,2542.449951171875,0.0,0,72.0,2614.449951171875,Churned,Competitor,Competitor made better offer,0.62,62.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
38815-JAM,Female,67,No,Jammu & Kashmir,13,16,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.55000305175781,3930.60009765625,0.0,0,961.3800048828125,4891.97998046875,Stayed,Others,Others,0.72,72.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
45007-MAH,Female,80,No,Maharashtra,8,31,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4000015258789,449.75,0.0,0,22.950000762939453,472.70001220703125,Churned,Dissatisfaction,Network reliability,0.87,87.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
45027-KAR,Female,42,No,Karnataka,7,5,Deal 5,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.04999923706055,102.75,0.0,0,85.0999984741211,187.85000610351562,Churned,Competitor,Competitor had better devices,0.79,79.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, short customer tenure.",High
45084-JAM,Female,18,No,Jammu & Kashmir,14,9,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.19999694824219,292.8500061035156,0.0,20,69.77999877929688,382.6300048828125,Churned,Competitor,Competitor made better offer,0.89,89.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",High
48580-ODI,Female,32,Yes,Odisha,15,30,None,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,58.5,224.85000610351562,0.0,0,140.8000030517578,365.6499938964844,Stayed,Others,Others,0.55,55.0,1,Medium,"Offer an incentive to move to a long-term contract | Evaluate eligibility for a value plan. Key signals: month-to-month contract, no value deal assigned.",Medium
48700-KAR,Female,37,No,Karnataka,13,12,Deal 4,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,87.9000015258789,1500.5,0.0,0,434.8800048828125,1935.3800048828125,Stayed,Others,Others,0.5,50.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
48712-GUJ,Female,56,Yes,Gujarat,1,2,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.400001525878906,44.400001525878906,0.0,0,26.530000686645508,70.93000030517578,Churned,Attitude,Attitude of support person,0.98,98.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
53586-HAR,Female,75,Yes,Haryana,4,13,None,No,No,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,52.29999923706055,3765.050048828125,0.0,40,0.0,3805.050048828125,Stayed,Others,Others,0.53,53.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",Medium
53595-HAR,Female,67,No,Haryana,6,15,None,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.75,146.89999389648438,0.0,0,53.86000061035156,200.75999450683594,Churned,Attitude,Attitude of support person,0.83,83.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",High
53689-AND,Male,32,Yes,Andhra Pradesh,2,6,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.0999984741211,679.2999877929688,0.0,0,291.1199951171875,970.4199829101562,Churned,Competitor,Competitor had better devices,0.7,70.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",High
53697-TAM,Male,73,Yes,Tamil Nadu,15,11,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.049999237060547,20.049999237060547,0.0,0,19.8700008392334,39.91999816894531,Churned,Price,Long distance charges,0.96,96.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
53759-AND,Female,51,No,Andhra Pradesh,3,5,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.1500015258789,3615.60009765625,0.0,30,480.6000061035156,4126.2001953125,Churned,Competitor,Competitor had better devices,0.61,61.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",Medium
57868-UTT,Female,58,No,Uttar Pradesh,11,13,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.5999984741211,4783.5,0.0,0,2431.8701171875,7215.3701171875,Churned,Competitor,Competitor offered higher download speeds,0.53,53.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
57883-WES,Male,48,Yes,West Bengal,14,33,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.4000015258789,556.3499755859375,0.0,0,131.82000732421875,688.1699829101562,Churned,Dissatisfaction,Service dissatisfaction,0.66,66.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
57919-TEL,Male,66,No,Telangana,7,5,Deal 3,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,2070.60009765625,0.0,0,933.4000244140625,3004.0,Churned,Competitor,Competitor offered higher download speeds,0.51,51.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",Medium
58049-MAD,Female,77,No,Madhya Pradesh,15,15,None,No,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,25.799999237060547,25.799999237060547,0.0,20,0.0,45.79999923706055,Churned,Competitor,Competitor had better devices,0.97,97.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",High
58091-MAD,Female,40,No,Madhya Pradesh,2,14,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.75,201.10000610351562,0.0,0,39.91999816894531,241.02000427246094,Churned,Competitor,Competitor had better devices,0.6,60.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",Medium
58100-CHH,Male,74,No,Chhattisgarh,10,12,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.80000305175781,914.2999877929688,0.0,0,168.8000030517578,1083.0999755859375,Churned,Competitor,Competitor made better offer,0.91,91.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
58127-KER,Female,63,Yes,Kerala,14,2,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,79.55000305175781,79.55000305175781,0.0,10,32.130001068115234,121.68000030517578,Churned,Competitor,Competitor made better offer,0.99,99.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
58153-KER,Female,75,No,Kerala,10,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.5999984741211,279.54998779296875,0.0,0,96.93000030517578,376.4800109863281,Churned,Competitor,Competitor had better devices,0.96,96.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",High
58156-KAR,Female,56,Yes,Karnataka,8,23,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.0,2248.050048828125,0.0,40,1125.8399658203125,3413.889892578125,Stayed,Others,Others,0.59,59.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
58161-TAM,Male,58,No,Tamil Nadu,1,26,Deal 2,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.30000305175781,4113.10009765625,0.0,0,902.4000244140625,5015.5,Churned,Competitor,Competitor had better devices,0.5,50.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
58181-HAR,Female,77,No,Haryana,15,19,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4000015258789,2483.5,0.0,0,405.260009765625,2888.760009765625,Churned,Dissatisfaction,Product dissatisfaction,0.85,85.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
58240-TAM,Male,41,Yes,Tamil Nadu,6,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.0999984741211,659.6500244140625,34.689998626708984,0,220.3000030517578,845.260009765625,Churned,Dissatisfaction,Network reliability,0.5,50.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",Medium
62857-PUN,Female,74,No,Punjab,12,9,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,676.7000122070312,0.0,0,95.41000366210938,772.1099853515625,Churned,Dissatisfaction,Network reliability,0.96,96.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",High
62886-RAJ,Female,78,No,Rajasthan,4,10,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3217.550048828125,0.0,0,97.91999816894531,3315.469970703125,Churned,Competitor,Competitor had better devices,0.79,79.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",High
62959-PUN,Male,59,Yes,Punjab,7,6,Deal 5,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,23.450000762939453,23.450000762939453,0.0,0,0.0,23.450000762939453,Churned,Price,Price too high,0.99,99.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
66502-AND,Female,23,Yes,Andhra Pradesh,13,9,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1500015258789,567.4500122070312,0.0,0,121.55999755859375,689.010009765625,Churned,Attitude,Attitude of support person,0.54,54.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",Medium
66552-TAM,Female,49,No,Tamil Nadu,10,21,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.649999618530273,19.649999618530273,0.0,0,6.079999923706055,25.729999542236328,Churned,Competitor,Competitor made better offer,1.0,100.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support. Key signals: month-to-month contract, premium support not active.",High
66553-TAM,Male,56,Yes,Tamil Nadu,0,3,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.950000762939453,19.950000762939453,0.0,0,8.029999732971191,27.979999542236328,Churned,Price,Long distance charges,0.94,94.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
66623-JAM,Female,80,Yes,Jammu & Kashmir,1,22,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.30000305175781,1094.5,0.0,0,408.1199951171875,1502.6199951171875,Churned,Competitor,Competitor made better offer,0.82,82.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
71646-GUJ,Male,31,No,Gujarat,13,34,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.75,45.75,0.0,0,24.239999771118164,69.98999786376953,Churned,Attitude,Attitude of support person,0.99,99.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",High
71710-GUJ,Female,41,Yes,Gujarat,12,2,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.200000762939453,20.200000762939453,0.0,0,11.25,31.450000762939453,Churned,Competitor,Competitor made better offer,0.96,96.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
71753-ODI,Female,32,No,Odisha,6,27,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.94999694824219,1378.25,0.0,0,109.12000274658203,1487.3699951171875,Churned,Attitude,Attitude of support person,0.63,63.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
71837-TAM,Female,44,Yes,Tamil Nadu,7,15,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.69999694824219,1238.449951171875,0.0,0,192.83999633789062,1431.2900390625,Churned,Price,Lack of affordable download/upload speed,0.71,71.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
71858-KAR,Female,37,No,Karnataka,8,20,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.149999618530273,20.149999618530273,0.0,0,21.59000015258789,41.7400016784668,Churned,Attitude,Attitude of support person,0.98,98.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support. Key signals: month-to-month contract, premium support not active.",High
75616-MAH,Female,76,No,Maharashtra,4,25,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,73.75,545.1500244140625,0.0,0,226.8000030517578,771.9500122070312,Churned,Attitude,Attitude of support person,0.62,62.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",Medium
75734-HAR,Male,29,Yes,Haryana,4,21,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,74.5,0.0,0,13.609999656677246,88.11000061035156,Churned,Competitor,Competitor had better devices,1.0,100.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",High
